"id","userId","searchDate","networkCount","reason"
"ba5a9e02-5909-4b8a-8598-bfe4c3f1e7cb","***","2026-08-05T15:26:24.253Z","1","victim"
"663abc15-c346-4d77-b921-ee5b17882b90","***","2026-08-05T15:27:30.341Z","477","suspect"
"087d31b7-605e-48b4-83c2-86f41e458834","***","2026-08-05T15:28:57.983Z","477",""
"96f6329e-6cf2-4515-a0f5-a80081f4288c","***","2026-08-05T17:01:32.758Z","477",""
"f5ddf1bd-db84-43f4-8e00-69925b8ddd13","***","2026-08-05T17:15:24.058Z","477",""
"ab28e0bb-c099-4d5c-b82e-0a12d31eabf5","***","2026-08-05T17:41:51.724Z","477","suspect"
"fe3b8803-0ec7-43f7-9196-4ea6f648eb3b","***","2026-08-05T17:59:58.146Z","2","suspect"
"637e345c-2016-4d7b-9f16-34eb790d8c59","***","2026-08-05T18:00:55.687Z","2","suspect"
"426fea38-af8c-4156-b5cd-52c12f22af6d","***","2026-08-05T18:17:11.052Z","1",""
"e2191b2e-6398-4f14-b1f2-84962e96e851","***","2026-08-05T19:27:44.139Z","1",""
"41897ea8-0875-4c43-8cbe-1dd7381b6cb6","***","2026-08-05T20:09:23.848Z","477",""
"771bf482-8541-415d-be91-62b700f060f1","***","2026-08-05T20:13:10.498Z","2","suspect"
"43f2b51e-8ba3-46a1-8a0f-fb1ab6b4ac74","***","2026-08-05T20:14:06.002Z","477",""
"43f1ed63-41e9-460f-bda8-c39a6688d66f","***","2026-08-05T20:55:15.486Z","2",""
"e26c260d-58a3-4749-82d9-cf16eb6b9700","***","2026-08-05T21:29:40.998Z","477","wanted"
"99e8ba93-055a-48e8-a087-7cb9b7395a20","***","2026-08-05T23:06:05.240Z","2",""
"abfde4e7-7c78-4552-b34c-1e5b79158db5","***","2026-08-05T23:23:46.850Z","465",""
"773227c2-4e10-4a56-93cc-356bed251d3b","***","2026-08-05T23:51:56.151Z","477",""
"6b76c322-a429-40fb-8a0f-4a9b02633bf8","***","2026-08-06T03:37:22.485Z","477",""
"4e55cffa-a5ca-49aa-b95a-c84c3535b663","***","2026-08-06T06:10:28.588Z","465",""
"e7c94193-063e-4e60-a719-9e1de92a994a","***","2026-08-06T11:13:51.185Z","477",""
"18375547-7a27-4ec9-849d-3b93bdbd1736","***","2026-08-06T13:24:11.528Z","2",""
"bc5303c2-5d9c-46d8-88c1-d1ccfb4546f9","***","2026-08-06T14:15:03.636Z","2",""
"553dc848-15b5-42aa-a87d-1212a0c3f65e","***","2026-08-06T14:54:36.910Z","475",""
"adb0d02e-9cb7-4611-9f08-635fcc29aa8e","***","2026-08-06T18:27:40.750Z","475",""
"b090033f-e27f-4104-b843-59afb01ca276","***","2026-08-06T18:58:01.746Z","2","investigation"
"550f3429-340a-4c69-8e26-0358a63cbbf3","***","2026-08-06T19:27:06.551Z","475",""
"48c88370-9157-4c3f-94df-24b662d7be1b","***","2026-08-06T20:21:00.559Z","475",""
"8b4d5ded-6563-4932-8c10-76da5999644c","***","2026-08-06T23:25:01.238Z","475",""
"606be401-a487-46a0-aa2f-35f4c7013df5","***","2026-08-07T00:54:01.280Z","475",""
"fdb2bd22-b9a4-48c2-8ec2-796389b8cf90","***","2026-08-07T03:13:28.138Z","475",""
"acac3c01-bbf5-4f13-aeda-4b370ae7605c","***","2026-08-07T05:13:55.819Z","463",""
"efd787cb-00a8-4d22-9570-f7da398189c4","***","2026-08-07T06:17:06.723Z","475",""
"b424499b-ddff-44ef-9e6a-88837d9ba001","***","2026-08-07T12:23:18.856Z","2",""
"0c049d5a-f9fd-4b27-aa57-de25bebc7797","***","2026-08-07T13:14:05.264Z","475",""
"bb53c082-67b7-4cb2-aa27-110b12c3201a","***","2026-08-07T14:30:48.939Z","2",""
"97ceacba-55d1-4fe5-b1fe-2a49ce71aea6","***","2026-08-07T15:30:03.008Z","2",""
"1b40f824-9377-44c4-a106-7735165b39e0","***","2026-08-07T17:35:16.179Z","475",""
"a0ac9dd4-a624-4663-8080-84c220e466a5","***","2026-08-07T18:27:26.587Z","462","Investgation"
"1131287a-bf78-430b-a591-83a0e4ef9d99","***","2026-08-07T20:58:20.141Z","6027","burglary of construction site"
"c0e1ee95-e875-4d5e-8e1a-9fe5d4a4a2fb","***","2026-08-07T22:36:57.722Z","474",""
"521b3ac2-73a1-4891-a0b4-6123e9c7aea6","***","2026-08-07T23:37:06.038Z","474",""
"a665058e-f3f4-43e8-9638-37be9a023501","***","2026-08-08T02:33:36.972Z","2",""
"e3640087-4b0d-4a31-8643-ed698aebc960","***","2026-08-08T03:39:14.938Z","2",""
"d129248d-331a-4f65-9d92-d335c5ec47de","***","2026-08-08T05:09:13.950Z","462",""
"57913f34-8cae-4f8b-b040-affcbcc0a964","***","2026-08-08T05:58:49.574Z","474","reckless driver/fleeing from officers"
"03f23d7e-be4a-41d9-b1d8-d206370ce1b2","***","2026-08-08T06:02:20.505Z","474",""
"7e755a67-9328-4036-9aa4-5b3ede7b2312","***","2026-08-08T12:38:20.801Z","6027",""
"cdea8c47-c13e-491e-b166-0b92f16e0d3d","***","2026-08-08T13:23:51.219Z","474",""
"ae620632-1d57-4588-a271-d9f8711188a2","***","2026-08-08T13:42:37.344Z","2",""
"5186d62e-af00-435f-82a6-cab117f33cde","***","2026-08-08T14:02:34.712Z","2",""
"e5fd5f5b-b674-4ce9-9cd8-4563adf59677","***","2026-08-08T17:03:13.623Z","2",""
"c1197900-65aa-45ef-bfc6-355ab18306d7","***","2026-08-08T17:14:35.194Z","474",""
"71db695d-8094-4725-a68d-2f3718395e0e","***","2026-08-08T18:18:42.003Z","6027","Poss 200"
"8a07e51a-a0cf-4352-a19b-5185a20f0743","***","2026-08-08T18:23:54.295Z","474","threat investigation"
"ddd1f2f9-4d77-46ec-ac42-2082c6f542a1","***","2026-08-08T23:07:14.330Z","474",""
"b81481a3-d778-4fa6-b4a3-96e66e94db6b","***","2026-08-09T01:03:14.773Z","474",""
